Marca,Modelo,Variante,Descripcion,Sinonimo
ZOTYE,ZOTYE,ZOTYE,BASE DE MOTOR IZQIERDA  (CAJA),"soporte de motor, cuna de motor, taco de motor"
ZOTYE,ZOTYE,ZOTYE,BOBINA DE ENCENDIDO,"bobina de encendido, coil"
ZOTYE,ZOTYE,ZOTYE,BOMBA DE ACEITE,bomba de aceite del motor
ZOTYE,ZOTYE,ZOTYE,BOMBA DE AGUA,"bomba de agua, bomba del radiador"
ZOTYE,ZOTYE,ZOTYE,BOMBA DE DIRECCION,bomba de direccion hidraulica
ZOTYE,ZOTYE,ZOTYE,BOMBA DE FRENO,"bomba de freno, cilindro maestro de freno"
ZOTYE,ZOTYE,ZOTYE,BOMBA DE FRENO CON ENVASE,"bomba de freno, cilindro maestro de freno"
ZOTYE,ZOTYE,ZOTYE,BOMBA DE GASOLINA,"bomba de gasolina, bomba de combustible"
ZOTYE,ZOTYE,ZOTYE,BOMBIN SUPERIOR,"bombin superior de embrague, cilindro maestro de clutch"
ZOTYE,ZOTYE,ZOTYE,BOMBIN INFERIOR MARCA JIECHI,"bombin inferior de embrague, cilindro esclavo"
ZOTYE,ZOTYE,ZOTYE,BUJE DE BARRA ESTABILIZADORA,"bujes, buches, goma de suspension, silentblock"
ZOTYE,ZOTYE,ZOTYE,BUJE DE MESETA DELANTERA GRANDE,"bujes, buches, goma de suspension, silentblock"
ZOTYE,ZOTYE,ZOTYE,BUJE DE MESETA DELANTERA PEQUEÑO,"bujes, buches, goma de suspension, silentblock"
ZOTYE,ZOTYE,ZOTYE,BUJIAS NGK (4 UNIDADES),"bujia, candelas, candela"
ZOTYE,ZOTYE,ZOTYE,BUJIAS DENSO CAJA AMARILLA (4 UND PUNTA IRIDIUM ),"bujia, candelas, candela"
ZOTYE,ZOTYE,ZOTYE,BUJIAS DENSO CAJA AZUL (4 UND PUNTA IRIDIUM),"bujia, candelas, candela"
ZOTYE,ZOTYE,ZOTYE,BUJIAS TORCH 3 PUNTAS (4 UNIDADES),"bujia, candelas, candela"
ZOTYE,ZOTYE,ZOTYE,CABLES DE BUJIAS,"cables de bujia, cableado de encendido"
ZOTYE,ZOTYE,ZOTYE,CAJETIN DE DIRECCION COMPLETO (SIN TERMINALES),"caja de direccion, cremallera de direccion"
ZOTYE,ZOTYE,ZOTYE,CARCAZA FILTRO DE AIRE,"carcasa, cubierta"
ZOTYE,ZOTYE,ZOTYE,COLLARIN,"rodamiento de embrague, collarin de clutch"
ZOTYE,ZOTYE,ZOTYE,CIGÜEÑAL 1.6,"ciguenal, eje cigueñal, crankshaft"
ZOTYE,ZOTYE,ZOTYE,CILINDRO DE FREBO DERECHO,cilindro de freno
ZOTYE,ZOTYE,ZOTYE,CILINDRO DE FRENO IZQUIERDO,cilindro de freno
ZOTYE,ZOTYE,ZOTYE,COCNHAS DE BANCADA 025/010,"conchas, cojinetes"
ZOTYE,ZOTYE,ZOTYE,COMPRESOR,"compresor de aire acondicionado, compresor ac"
ZOTYE,ZOTYE,ZOTYE,CONCHAS DE BANCADA STD,"concha, cojinetes, metales de bancada, metales de biela"
ZOTYE,ZOTYE,ZOTYE,CONCHAS DE BIELA 025/010,"concha, cojinetes, metales de bancada, metales de biela"
ZOTYE,ZOTYE,ZOTYE,CONCHAS DE BILA STD,"concha, cojinetes, metales de bancada, metales de biela"
ZOTYE,ZOTYE,ZOTYE,CONMUTADOR DE ENCENDIDO,"comutador, switch de luces, interruptor de luces"
ZOTYE,ZOTYE,ZOTYE,CONMUTADOR DE LUCES,"comutador, switch de luces, interruptor de luces"
ZOTYE,ZOTYE,ZOTYE,CONTROL ELEVA VIDRIO DERECHO,"control eleva vidrio, motor de vidrio"
ZOTYE,ZOTYE,ZOTYE,CONTROL ELEVA VIDRIO IZQIERDO,"control eleva vidrio, motor de vidrio"
ZOTYE,ZOTYE,ZOTYE,CORREA DE ALTERNADOR 5PK865,"correo, banda, faja"
ZOTYE,ZOTYE,ZOTYE,CORREA DE TEMPO,"correo, banda, faja"
ZOTYE,ZOTYE,ZOTYE,CORREA MULTIFUNCIONAL 5PK1050,"correo, banda, faja"
ZOTYE,ZOTYE,ZOTYE,CRUCETA,"cruceta cardan, universal joint"
ZOTYE,ZOTYE,ZOTYE,CHUMASERA,"chumacera, rodamiento de chumacera"
ZOTYE,ZOTYE,ZOTYE,DAMPER,"dampe, polea amortiguadora, polea cigueñal"
ZOTYE,ZOTYE,ZOTYE,DISCO DE CROCHET,disco de freno
ZOTYE,ZOTYE,ZOTYE,ELECTROVENTILADOR,"electro, ventilador electrico, abanico electrico"
ZOTYE,ZOTYE,ZOTYE,EMPACADURA DE CAMARA MOTOR 1.3,"empacadula, junta de motor, empaque"
ZOTYE,ZOTYE,ZOTYE,EMPACADURA DE CAMARA MOTOR 1.6,"empacadula, junta de motor, empaque"
ZOTYE,ZOTYE,ZOTYE,EMPACADURA DE TAPA VALVULA,"empacadula, junta de motor, empaque"
ZOTYE,ZOTYE,ZOTYE,ESTOPERA ARBOL DE LEVA,"estopela, reten, sello de aceite"
ZOTYE,ZOTYE,ZOTYE,ESTOPERA DELANTERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
ZOTYE,ZOTYE,ZOTYE,ESTOPERA TRASERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
ZOTYE,ZOTYE,ZOTYE,FILTRO DE ACEITE,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
ZOTYE,ZOTYE,ZOTYE,FILTRO DE AIRE MOTOR,"fitro, filtro de aceite, filtro de aire, filtro de gasolina"
ZOTYE,ZOTYE,ZOTYE,FLOTATANTE DE GASOLINA,"flotante, boya de gasolina"
ZOTYE,ZOTYE,ZOTYE,GORROS DE VALVULAS,"tapas de ruedas, gorros de rueda"
ZOTYE,ZOTYE,ZOTYE,GUAYA DE ACELERACION,"cable del acelerador, guaya del acelerador"
ZOTYE,ZOTYE,ZOTYE,GUAYA SELECTORA DE CAMBIOS,"cable selector de caja, guaya de caja"
ZOTYE,ZOTYE,ZOTYE,INYECTOR DE GASOLINA,"inyetor, inyector de gasolina, boquilla"
ZOTYE,ZOTYE,ZOTYE,KIT DE CROCHET MARCA HONG XIE,"kit de embrague, kit de clutch"
ZOTYE,ZOTYE,ZOTYE,KIT DE EMPACADURA,kit de empacadura de motor con estopera
ZOTYE,ZOTYE,ZOTYE,KIT DE TIEMPO CORREA Y TENSOR,kit de tiempo o distribucion
ZOTYE,ZOTYE,ZOTYE,LAPIZ DE BIELETA C/U,"sensor lapiz, sonda"
ZOTYE,ZOTYE,ZOTYE,MANGUERA DE AIRE DE MOTOR,"manguera de aire, manguera de admision"
ZOTYE,ZOTYE,ZOTYE,MANILLA DELANTERA EXTERNA DERECHA,"manija, agarradera, manilla de puerta"
ZOTYE,ZOTYE,ZOTYE,MANILLA DELANTERA EXTERNA IZQUIERDA,"manija, agarradera, manilla de puerta"
ZOTYE,ZOTYE,ZOTYE,MANILLA INTERNA DERECHA,"manija, agarradera, manilla de puerta"
ZOTYE,ZOTYE,ZOTYE,MANILLA INTERNA IZQUIERDA,"manija, agarradera, manilla de puerta"
ZOTYE,ZOTYE,ZOTYE,MESETA DELANTERA DERECHA,"plato de clutch, meseta de embrague"
ZOTYE,ZOTYE,ZOTYE,MESETA DELANTERA IZQUIERDA,"plato de clutch, meseta de embrague"
ZOTYE,ZOTYE,ZOTYE,MOTOR LIMPIA PARABRISA,"motor limpiaparabrisas, motor de wiper"
ZOTYE,ZOTYE,ZOTYE,MOZO DELANTERO,"rotula, terminal de direccion"
ZOTYE,ZOTYE,ZOTYE,ODOMETRO DE VELOCIDAD,"tablero, cuentakilometros"
ZOTYE,ZOTYE,ZOTYE,PASTILLAS DE FRENO,"balatas, pastilla de freno"
ZOTYE,ZOTYE,ZOTYE,PARACHOQUE DELANTERO,"parachoques, defensa, bumper, bumera"
ZOTYE,ZOTYE,ZOTYE,PARACHOQUE TRASERO,"parachoques, defensa, bumper, bumera"
ZOTYE,ZOTYE,ZOTYE,PILA DE GASOLINA 2068 MARCA DENSO,"bateria, acumulador"
ZOTYE,ZOTYE,ZOTYE,PILA DE GASOLINA BOSCH 2068 UNIVERSAL,"bateria, acumulador"
ZOTYE,ZOTYE,ZOTYE,PIÑON DE CIGÜEÑAL,"pinon, engranaje piñon"
ZOTYE,ZOTYE,ZOTYE,PISTONES STD 1.6,"piston, embolos"
ZOTYE,ZOTYE,ZOTYE,PISTONES 050/020 1.6,"piston, embolos"
ZOTYE,ZOTYE,ZOTYE,PLATO DE CROCHET,"plato de embrague, plato de clutch"
ZOTYE,ZOTYE,ZOTYE,RADIADOR ZOTYE,"radiador de agua, panal"
ZOTYE,ZOTYE,ZOTYE,REGULADOR DE GASOLINA,"regurador, regulador de alternador, regulador de voltaje"
ZOTYE,ZOTYE,ZOTYE,RETROVISOR DERECHO,"espejo, espejo lateral"
ZOTYE,ZOTYE,ZOTYE,RETROVISOR IZQUIERDO,"espejo, espejo lateral"
ZOTYE,ZOTYE,ZOTYE,RODAMIENTO DELANTERO,"rolinera, bearing"
ZOTYE,ZOTYE,ZOTYE,ROTULA ROSCA FINA,"rotula de suspension, terminal, punta de eje, mozo"
ZOTYE,ZOTYE,ZOTYE,ROTULA ROSCA GRUESA,"rotula de suspension, terminal, punta de eje, mozo"
ZOTYE,ZOTYE,ZOTYE,SENSOR DE OXIGENO APLICA ARAUCA,"sonda lambda, sensor de oxigeno"
ZOTYE,ZOTYE,ZOTYE,SELLOS DE BUJIAS,"sello de bujias, empaques de bujia"
ZOTYE,ZOTYE,ZOTYE,SENSOR MAP,sensor de presion de multiple
ZOTYE,ZOTYE,ZOTYE,SENSOR PEDAL DE FRENO,sensor de pedal de aceleracion
ZOTYE,ZOTYE,ZOTYE,SENSOR POSICION DE CIGÜEÑAL,sensor de posicion del cigueñal o arbol
ZOTYE,ZOTYE,ZOTYE,SUICHERA DE ENCENDIDO,"switch de encendido, cerradura de arranque"
ZOTYE,ZOTYE,ZOTYE,TAPA BOMBA DE GASOLINA,tapa de bomba
ZOTYE,ZOTYE,ZOTYE,TAPA CADENA DE MOTOR,tapa de cadena de tiempo
ZOTYE,ZOTYE,ZOTYE,TENSOR DE TIEMPO,"tensor de correa, polea tensora"
ZOTYE,ZOTYE,ZOTYE,TERMIAL DE DIRECCION,"terminal de direccion, rotula de direccion"
ZOTYE,ZOTYE,ZOTYE,TERMOSTATO,"termotasto, termostato de agua"
ZOTYE,ZOTYE,ZOTYE,TUBERIA  DE REFRIGERANTE,"tuberia de refrigerante, manguera de refrigerante"
ZOTYE,ZOTYE,ZOTYE,VALVULA DE ADMISION 1.3,valvula de admision del motor
ZOTYE,ZOTYE,ZOTYE,VALVULA DE ESCAPE 1.3,valvula de escape del motor
ZOTYE,ZOTYE,ZOTYE,VALVULA DE TEMPERATURA 2 PIN,valvula de temperatura
ZOTYE,ZOTYE,ZOTYE,VALVULA PCV,"valvula pcv, valvula de gases de carter"
ZOTYE,ZOTYE,ZOTYE,VALVULAS DE ADMISION 1.6,valvulas de admision del motor
ZOTYE,ZOTYE,ZOTYE,VALVULAS DE ESCAPE 1.6,valvulas de escape del motor
ZOTYE,ZOTYE,ZOTYE,VARILLA DE MEDIR ACEITE,"varilla de aceite, bayoneta"
CHANA,CHANA 1.1,CHANA,AMORTIGUADOR DELANTERO RH( MINI DONGFENG),"suspension, amortiguacion, shock"
CHANA,CHANA 1.1,CHANA,AMORTIGUADOR DELANTERO LH,"suspension, amortiguacion, shock"
CHANA,CHANA 1.1,CHANA,ANILLOS 025/010,"aros de piston, rines de piston, segmentos"
CHANA,CHANA 1.1,CHANA,"ANILLOS 0,50/020","aros de piston, rines de piston, segmentos"
CHANA,CHANA 1.1,CHANA,ANILLOS STD,"aros de piston, rines de piston, segmentos"
CHANA,CHANA 1.1,CHANA,ARBOL DE LEVA,"arbol de leva, eje de levas, camshaft"
CHANA,CHANA 1.1,CHANA,ARRANQUE DE MOTOR,"motor de arranque, marcha, burro de arranque, swich de arranque"
CHANA,CHANA 1.1,CHANA,BOBINA CAPTADORA,"bobina de encendido, coil"
CHANA,CHANA 1.1,CHANA,BOBINA DE ENCENDIDO,"bobina de encendido, coil"
CHANA,CHANA 1.1,CHANA,BOMBA DE ACEITE,bomba de aceite del motor
CHANA,CHANA 1.1,CHANA,BOMBA DE AGUA,"bomba de agua, bomba del radiador"
CHANA,CHANA 1.1,CHANA,BUJIAS DENSO CAJA AMARILLA (4 UND PUNTA IRIDIUM ),"bujia, candelas, candela"
CHANA,CHANA 1.1,CHANA,BUJIAS DENSO CAJA AZUL (4 UND PUNTA IRIDIUM),"bujia, candelas, candela"
CHANA,CHANA 1.1,CHANA,CABLES DE BUJAS,"cables de bujia, cableado de encendido"
CHANA,CHANA 1.1,CHANA,CAJETIN DE DIRECCION,"caja de direccion, cremallera de direccion"
CHANA,CHANA 1.1,CHANA,CAMARA COMPLETA,"camara de aire, tripa"
CHANA,CHANA 1.1,CHANA,CIGÜEÑAL,"ciguenal, eje cigueñal, crankshaft"
CHANA,CHANA 1.1,CHANA,COLLARIN,"rodamiento de embrague, collarin de clutch"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BANCADA 010,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BANCADA 020,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BANCADA STD,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BIELA 010,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BIELA 020,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CONCHAS DE BIELA STD,"concha, cojinetes, metales de bancada, metales de biela"
CHANA,CHANA 1.1,CHANA,CORREA DE TIEMPO,"correo, banda, faja"
CHANA,CHANA 1.1,CHANA,DISCO DE CROCHET,disco de freno
CHANA,CHANA 1.1,CHANA,DISCO DE FRENO,disco de freno
CHANA,CHANA 1.1,CHANA,DISTRIBUIDOR DE CORRIENTE,"distribuidor de encendido, delco"
CHANA,CHANA 1.1,CHANA,EMPACADURA DE CAMARA,"empacadula, junta de motor, empaque"
CHANA,CHANA 1.1,CHANA,EMPACADURA DE TAPA VALVULA,"empacadula, junta de motor, empaque"
CHANA,CHANA 1.1,CHANA,ESTOPERA DE ARBOL DE LEVA,"estopela, reten, sello de aceite"
CHANA,CHANA 1.1,CHANA,ESTOPERA DELANTERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
CHANA,CHANA 1.1,CHANA,ESTOPERA TRASERA DE CIGÜEÑAL,"estopela, reten, sello de aceite"
CHANA,CHANA 1.1,CHANA,FARO ANTINIEBLA DERECHO,"luz delantera, optico"
CHANA,CHANA 1.1,CHANA,FARO ANTINIEBLA IZQUIERDO,"luz delantera, optico"
CHANA,CHANA 1.1,CHANA,FARO DELANTERO DERECHO,"luz delantera, optico"
CHANA,CHANA 1.1,CHANA,FARO FELANTERO IZQUIERDO,"luz delantera, optico"
CHANA,CHANA 1.1,CHANA,GORROS DE VALVULA (8UND),"tapas de ruedas, gorros de rueda"
CHANA,CHANA 1.1,CHANA,GUAYA DE ACELERACION,"cable del acelerador, guaya del acelerador"
CHANA,CHANA 1.1,CHANA,INYECTOR DE GASOLINA,"inyetor, inyector de gasolina, boquilla"
CHANA,CHANA 1.1,CHANA,KIT DE CROCHET,"kit de embrague, kit de clutch"
CHANA,CHANA 1.1,CHANA,KIT DE EMPACADURA,kit de empacadura de motor con estopera
CHANA,CHANA 1.1,CHANA,LAPIZ DELANTERO,"sensor lapiz, sonda"
CHANA,CHANA 1.1,CHANA,MOTOR COMPLETO 465 CHANA SAIC WULLING,motor completo del vehiculo
CHANA,CHANA 1.1,CHANA,MESETA RH,"plato de clutch, meseta de embrague"
CHANA,CHANA 1.1,CHANA,MESETA LH,"plato de clutch, meseta de embrague"
CHANA,CHANA 1.1,CHANA,PARACHOQUE DELANTERO,"parachoques, defensa, bumper, bumera"
CHANA,CHANA 1.1,CHANA,PASTILLAS DE FRENO,"balatas, pastilla de freno"
CHANA,CHANA 1.1,CHANA,PILA DE GASOLINA 2068 MARCA DENSO,"bateria, acumulador"
CHANA,CHANA 1.1,CHANA,PILA DE GASOLINA BOSCH 2068 UNIVERSAL,"bateria, acumulador"
CHANA,CHANA 1.1,CHANA,PISTONES 0.25/010,"piston, embolos"
CHANA,CHANA 1.1,CHANA,PISTONES 0.50/020,"piston, embolos"
CHANA,CHANA 1.1,CHANA,PISTONES STD,"piston, embolos"
CHANA,CHANA 1.1,CHANA,PLATO DE CROCHET,"plato de embrague, plato de clutch"
CHANA,CHANA 1.1,CHANA,PROTECTO DE KIT DE TIEMPO,"protector de carter, protector de motor"
CHANA,CHANA 1.1,CHANA,RETROVISOR DERECHO,"espejo, espejo lateral"
CHANA,CHANA 1.1,CHANA,RETROVISOR IZQUIERDO,"espejo, espejo lateral"
CHANA,CHANA 1.1,CHANA,ROTULA,"rotula de suspension, terminal, punta de eje, mozo"
CHANA,CHANA 1.1,CHANA,SENSOR TEMPRERATURA 1 PIN,sensor de temperatura
CHANA,CHANA 1.1,CHANA,SENSOR DE TEMPERATURA 2 PINES,sensor de temperatura del motor
CHANA,CHANA 1.1,CHANA,STOP DERECHO,"luz trasera, calavera"
CHANA,CHANA 1.1,CHANA,STOP IZQUIERDO,"luz trasera, calavera"
CHANA,CHANA 1.1,CHANA,TERMINAL DE DIRECCION DERECHO,"terminal de direccion, rotula de direccion"
CHANA,CHANA 1.1,CHANA,TERMINAL DE DIRECCION IZQUIERDO,"terminal de direccion, rotula de direccion"
CHANA,CHANA 1.1,CHANA,TOMA DE TERMOSTATO,"toma del termostato, carcasa del termostato"
CHANA,CHANA 1.1,CHANA,VOLANTE DE MOTOR,"volante de direccion, volante motor"
CHERY,ARAUCA,ARAUCA,ALTERNADOR  ORIGINAL,"dinamo, generador"
CHERY,ARAUCA,ARAUCA,AMORTIGUADOR DELANTERO COMPLETO CON ESPIRAL EL PAR,"suspension, amortiguacion, shock"
CHERY,ARAUCA,ARAUCA,AMORTIGUADOR DELANTERO  ORIGINAL C/U APLICA QQ6,"suspension, amortiguacion, shock"
CHERY,ARAUCA,ARAUCA,AMORTIGUADOR TRASERA  ORIGINAL  C/U,"suspension, amortiguacion, shock"
CHERY,ARAUCA,ARAUCA,AMORTIGUADOR DE MALETA  ORIGINAL C/U,"suspension, amortiguacion, shock"
CHERY,ARAUCA,ARAUCA,ANILLOS ESTANDAR  STD ORIGINAL (QQ6),"aros de piston, rines de piston, segmentos"
CHERY,ARAUCA,ARAUCA,ANILLOS 0.10 ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ARAUCA,ARAUCA,ANILLOS 0.20 ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ARAUCA,ARAUCA,ANILLOS CON JUEGO PISTON 0.30 ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ARAUCA,ARAUCA,ANILLOS CON JUEGO PISTON 0.40 ORIGINAL,"aros de piston, rines de piston, segmentos"
CHERY,ARAUCA,ARAUCA,ANTENA    ORIGINAL,antenita
CHERY,ARAUCA,ARAUCA,ANTENA INMOVILIZADOR,antenita
CHERY,ARAUCA,ARAUCA,ANTINIEBLA  DER,"luz antiniebla derecha, faro antiniebla derecho, neblinero derecho"
CHERY,ARAUCA,ARAUCA,ANTINIEBLA  IZQ,"luz antiniebla izquierda, faro antiniebla izquierdo, neblinero izquierdo"
CHERY,ARAUCA,ARAUCA,ANTIRUIDO DE FRENO   (4 PIEZAS),"parachispas de freno, aislante de ruido de pastilla"
CHERY,ARAUCA,ARAUCA,ARBOL DE LEVA ADMISION ORIGINAL,"arbol de leva, eje de levas, camshaft"
CHERY,ARAUCA,ARAUCA,ARBOL DE LEVA ESCAPE  ORIGINAL,"arbol de leva, eje de levas, camshaft"
CHERY,ARAUCA,ARAUCA,ARO BRONCE SINCRONIZADOR  ORIGINAL C/U,"aro sincronizador, sincro"
CHERY,ARAUCA,ARAUCA,ARRANQUE  ORIGINAL,"motor de arranque, marcha, burro de arranque, swich de arranque"
CHERY,ARAUCA,ARAUCA,AUTOMATICO ARRANQUE (3 HUECO) ORIGINAL,"rele automatico de arranque, solenoide de arranque"
CHERY,ARAUCA,ARAUCA,BANDAS DE FRENO TRASERA ARAUCA,"bandas de freno de mano, cintas de freno de mano"
CHERY,ARAUCA,ARAUCA,BASE AMORTIGUADOR  COMPLETO,"copa de amortiguador, soporte de amortiguador"
CHERY,ARAUCA,ARAUCA,BASE AMORTIGUADOR METALICA,"copa de amortiguador, soporte de amortiguador"
CHERY,ARAUCA,ARAUCA,BASE AMORTIGUADOR TOPE O COPA,"copa de amortiguador, soporte de amortiguador"
CHERY,ARAUCA,ARAUCA,BASE DE TERMOSTATO  ORIGINAL,"carcasa del termostato, soporte de termostato"
CHERY,ARAUCA,ARAUCA,BASE MOTOR DELANTERO  ORIGINAL,"soporte de motor, cuna de motor, taco de motor"
CHERY,ARAUCA,ARAUCA,BASE MOTOR DERECHA  ORIGINAL,"soporte de motor, cuna de motor, taco de motor"
CHERY,ARAUCA,ARAUCA,BASE MOTOR IZQ A ORIGINAL,"soporte de motor, cuna de motor, taco de motor"
CHERY,ARAUCA,ARAUCA,BASE MOTOR TRASERA ORIGINAL,"soporte de motor, cuna de motor, taco de motor"
CHERY,ARAUCA,ARAUCA,BOBINA ENCENDIDO BOSCH ORIGINAL,"bobina de encendido, coil"
CHERY,ARAUCA,ARAUCA,BOMBA ACEITE ORIGINAL  ORIGINAL PLANTA,bomba de aceite del motor
CHERY,ARAUCA,ARAUCA,BOMBA AGUA  ORIGINAL PLANTA,"bomba de agua, bomba del radiador"
CHERY,ARAUCA,ARAUCA,BOMBA DE AGUA ORIGINAL CHERY,"bomba de agua, bomba del radiador"
CHERY,ARAUCA,ARAUCA,BOMBA DE GASOLINA  COMPLETO ORIGINAL,"bomba de gasolina, bomba de combustible"
CHERY,ARAUCA,ARAUCA,BOMBA DIRECCION  ORIGINAL,bomba de direccion hidraulica
CHERY,ARAUCA,ARAUCA,BOMBA FRENO  ORIGINAL,"bomba de freno, cilindro maestro de freno"
CHERY,ARAUCA,ARAUCA,BOMBA FRENO CON HIDROVAC Y ENVASE  ORIGINAL,"bomba de freno, cilindro maestro de freno"
CHERY,ARAUCA,ARAUCA,BOMBA O MOTOE WIPER LIMPIA PARABRISAS,"bomba de motor, bomba de aceite"
CHERY,ARAUCA,ARAUCA,BRAZO BIELA ORIGINAL,"brazo de suspension, brazo axial, biela"
CHERY,ARAUCA,ARAUCA,BUJE BARRA TENSORA EXTENA COMO AREPITA,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE BARRA TENSORA INTERNE COMO AREPITA,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE CAJETIN  (2 BUJE),"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE MESETA TRASERA CORTA AR   MESETA TRASERA,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE MESETA TRASERA LARGA AR    MESETA TRASERA,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE O GAMAS CAJETIN  TIPO O,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJE O GOMAS DE BARRA ESTABILIZADORA,"bujes, buches, goma de suspension, silentblock"
CHERY,ARAUCA,ARAUCA,BUJIA  BOSCH  3ELETR,"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,BUJIA  CHERY  3ELETR,"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,BUJIA  TORCH  3ELETR ARAUCA/X1  (QQ6),"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,BUJIA DENSO IRIDIUM 3297 (4 BUJIA),"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,BUJIA DENSO IRIDIUM 5304 (4 BUJIA),"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,BUJIA PUNTA PLATINO LETRA AZUL (4 BUJIA),"bujias, candela, candelas"
CHERY,ARAUCA,ARAUCA,CABLES BUJIAS CLASE A,"cables de bujia, cableado de encendido"
CHERY,ARAUCA,ARAUCA,CABLES DE BUJIAS  ORIGINAL PLANTA SEPARADOS,"cables de bujia, cableado de encendido"
CHERY,ARAUCA,ARAUCA,CAJETIN  SIN ACCESORIO ORIGINAL,"caja de direccion, cremallera de direccion"
CHERY,ARAUCA,ARAUCA,CAMARA  COMPLETO,"camara de aire, tripa"
CHERY,ARAUCA,ARAUCA,CAMARA VACIA,"camara de aire, tripa"
CHERY,ARAUCA,ARAUCA,CARCASA PURIFICADOR DE AIRE  SIN CAJA,"carcaza, cubierta"
CHERY,ARAUCA,ARAUCA,CARTER MOTOR  ORIGINAL,"carter de motor, colador de aceite, bandeja de aceite"
CHERY,ARAUCA,ARAUCA,CEPILLO LIMPIA PARABRISA DELANTERO EL JUEGO,"escobilla, plumilla, limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,CEPILLO LIMPIA PARABRISA TRASERA C/U,"escobilla, plumilla, limpiaparabrisas"
CHERY,ARAUCA,ARAUCA,CHUPON CLIP DE BOMBA GASOLINA  (G),"ventosa, soporte de goma"
CHERY,ARAUCA,ARAUCA,CHUPON CLIP DE BOMBA GASOLINA  (P),"ventosa, soporte de goma"
CHERY,ARAUCA,ARAUCA,CIGUEÑAL  ORIGINAL,"cigüeñal, eje cigueñal, crankshaft"
CHERY,ARAUCA,ARAUCA,CILINDRO DE FRENO TRASERA  C/U,cilindro de freno
CHERY,ARAUCA,ARAUCA,CINTA VOLANTE,"cinta reloj de volante, resorte de bocina"
CHERY,ARAUCA,ARAUCA,COCUYO  DER,"luz lateral, cocuyo de guardafango, marker light"
CHERY,ARAUCA,ARAUCA,COCUYO  IZQ,"luz lateral, cocuyo de guardafango, marker light"
CHERY,ARAUCA,ARAUCA,COLLARIN DE CROCHET ORIGINAL,"rodamiento de embrague, collarin de clutch"
CHERY,ARAUCA,ARAUCA,COMPRESOR  ORIGINAL,"compresor de aire acondicionado, compresor ac"
CHERY,ARAUCA,ARAUCA,COMPUTADORA DE  ORIGINAL,"computdora, ecu, modulo de control, cerebro del carro"
CHERY,ARAUCA,ARAUCA,CONMUTADOR DE ENCENDIDO ARAUCA,"comutador, switch de luces, interruptor de luces"
CHERY,ARAUCA,ARAUCA,CONCHA DE BANCADA 0.10/+25,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BANCADA 020/+50,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BANCADA 030/+75,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BANCADA STD (QQ6),"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BIELAS 010/+25,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BIELAS 020/+50,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BIELAS 030/+75,"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONCHA DE BIELAS STD (QQ6),"conchas, cocnhas, cojinete, metal de biela"
CHERY,ARAUCA,ARAUCA,CONDENSADOR  ORIGINAL,"condensador de aire acondicionado, radiador de ac"
CHERY,ARAUCA,ARAUCA,CONECTOR CON CABLE BOMBA GASOLINA,"conector electrico, empalme"
